,0,1,2,3
0,0.22,0.0,0.180924313,1.0
1,0.22,0.0,0.18330306,1.0
2,0.22,0.0,0.195031339,1.0
3,0.22,0.0,0.19077928100000002,1.0
4,0.22,0.0,0.16530235599999998,1.0
5,0.22,0.0,0.14811316800000002,1.0
6,0.22,0.0,0.14091466800000002,1.0
7,0.22,0.0,0.143098532,1.0
8,0.29,0.0,0.128036879,1.0
9,0.29,0.0,0.12392754199999999,1.0
10,0.29,0.0,0.124957329,1.0
11,0.29,0.0,0.12943563,1.0
12,0.59,0.0,0.12456065699999999,1.0
13,0.59,0.0,0.113910851,1.0
14,0.59,0.0,0.116719467,1.0
15,0.59,0.0,0.159613893,1.0
16,0.59,0.0,0.15565157699999999,1.0
17,0.59,0.0,0.149032037,1.0
18,0.29,0.0,0.14856911,1.0
19,0.29,0.0,0.144624445,1.0
20,0.29,0.0,0.149420304,1.0
21,0.22,0.0,0.160581971,1.0
22,0.22,0.0,0.166213341,1.0
23,0.22,0.0,0.16403325900000001,1.0
24,0.22,0.0,0.16984138399999998,1.0
25,0.22,0.0,0.17311902199999998,1.0
26,0.22,0.0,0.17646473199999999,1.0
27,0.22,0.0,0.16905466800000002,1.0
28,0.22,0.0,0.167960843,1.0
29,0.22,0.0,0.153002017,1.0
30,0.22,0.0,0.14763887,1.0
31,0.22,0.0,0.147055356,1.0
32,0.29,0.0,0.144711639,1.0
33,0.29,0.0,0.143415602,1.0
34,0.29,0.0,0.158535003,1.0
35,0.29,0.0,0.168648573,1.0
36,0.59,0.0,0.18031683699999998,1.0
37,0.59,0.0,0.168610615,1.0
38,0.59,0.0,0.17225371,1.0
39,0.59,0.0,0.16511310199999998,1.0
40,0.59,0.0,0.164272143,1.0
41,0.59,0.0,0.170081495,1.0
42,0.29,0.0,0.17153240100000003,1.0
43,0.29,0.0,0.175561898,1.0
44,0.29,0.0,0.17884235199999998,1.0
45,0.22,0.0,0.177304381,1.0
46,0.22,0.0,0.17196607600000002,1.0
47,0.22,0.0,0.164751042,1.0
48,0.22,0.0,0.170001312,1.0
49,0.22,0.0,0.172759279,1.0
50,0.22,0.0,0.1671032,1.0
51,0.22,0.0,0.160075053,1.0
52,0.22,0.0,0.170098685,1.0
53,0.22,0.0,0.18329244,1.0
54,0.22,0.0,0.180231715,1.0
55,0.22,0.0,0.17689293399999997,1.0
56,0.29,0.0,0.177131423,1.0
57,0.29,0.0,0.17540251699999998,1.0
58,0.29,0.0,0.175442807,1.0
59,0.29,0.0,0.192481053,1.0
60,0.59,0.0,0.195465755,1.0
61,0.59,0.0,0.18833336399999998,1.0
62,0.59,0.0,0.182832629,1.0
63,0.59,0.0,0.177433068,1.0
64,0.59,0.0,0.17388800699999998,1.0
65,0.59,0.0,0.183734724,1.0
66,0.29,0.0,0.188138513,1.0
67,0.29,0.0,0.188965016,1.0
68,0.29,0.0,0.188272785,1.0
69,0.22,0.0,0.188455708,1.0
70,0.22,0.0,0.194178438,1.0
71,0.22,0.0,0.18802059100000001,1.0
72,0.22,0.0,0.175812953,1.0
73,0.22,0.0,0.177078925,1.0
74,0.22,0.0,0.178597808,1.0
75,0.22,0.0,0.18649480100000002,1.0
76,0.22,0.0,0.18873142,1.0
77,0.22,0.0,0.17601578699999998,1.0
78,0.22,0.0,0.172187653,1.0
79,0.22,0.0,0.170149274,1.0
80,0.29,0.0,0.170767033,1.0
81,0.29,0.0,0.166278493,1.0
82,0.29,0.0,0.16842391899999998,1.0
83,0.29,0.0,0.175109323,1.0
84,0.59,0.0,0.185303935,1.0
85,0.59,0.0,0.178140683,1.0
86,0.59,0.0,0.177864594,1.0
87,0.59,0.0,0.172854695,1.0
88,0.59,0.0,0.16626808,1.0
89,0.59,0.0,0.16942278600000002,1.0
90,0.29,0.0,0.17508749199999998,1.0
91,0.29,0.0,0.177541067,1.0
92,0.29,0.0,0.178081323,1.0
93,0.22,0.0,0.177735477,1.0
94,0.22,0.0,0.177131884,1.0
