,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,72.27415295256534
10,118.26679574056148
11,95.73978702807358
12,98.55566311713456
13,76.967279767667
14,101.37153920619555
15,57.25614714424008
16,3.7545014520813167
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,169.89119070667957
34,234.65634075508228
35,185.84782187802517
36,266.5696030977735
37,76.967279767667
38,115.45091965150048
39,34.729138431752176
40,6.570377541142304
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,194.29545014520815
58,290.973862536302
59,352.92313649564375
60,371.69564375605034
61,331.3347531461762
62,242.16534365924494
63,120.14404646660213
64,16.895256534365924
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,122.95992255566313
82,192.41819941916748
83,231.84046466602132
84,247.7970958373669
85,220.57696030977735
86,240.28809293320427
87,75.09002904162634
88,14.079380445304938
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,194.29545014520815
106,288.15798644724106
107,342.59825750242015
108,370.75701839303
109,337.9051306873185
110,248.73572120038722
111,125.7757986447241
112,16.895256534365924
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,43.17676669893514
129,193.3568247821878
130,291.9124878993224
131,214.9452081316554
132,359.49351403678605
133,231.84046466602132
134,158.62768635043562
135,110.75779283639885
136,16.895256534365924
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,43.17676669893514
153,193.3568247821878
154,290.973862536302
155,365.12526621490804
156,377.32739593417233
157,344.4755082284608
158,254.3674733785092
159,132.34617618586643
160,19.711132623426913
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,15.956631171345595
177,107.94191674733786
178,106.0646660212972
179,234.65634075508228
180,278.7717328170378
181,199.9272023233301
182,123.89854791868345
183,92.92391093901259
184,17.833881897386256
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,29.097386253630205
201,173.6456921587609
202,194.29545014520815
203,266.5696030977735
204,297.54424007744433
205,249.67434656340757
206,241.2267182962246
207,116.38954501452082
208,20.64975798644724
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,76.967279767667
225,177.40019361084222
226,275.01723136495644
227,334.1506292352372
228,356.6776379477251
229,324.7643756050339
230,242.16534365924494
231,126.71442400774444
232,21.58838334946757
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,75.09002904162634
249,176.46156824782187
250,275.01723136495644
251,342.59825750242015
252,355.73901258470477
253,323.82575024201356
254,242.16534365924494
255,132.34617618586643
256,21.58838334946757
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,75.09002904162634
273,176.46156824782187
274,281.58760890609875
275,337.9051306873185
276,159.56631171345595
277,123.89854791868345
278,120.14404646660213
279,92.92391093901259
280,13.140755082284608
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,53.50164569215876
297,206.4975798644724
298,305.05324298160696
299,381.0818973862537
300,397.97715392061957
301,364.1866408518877
302,275.95585672797677
303,153.934559535334
304,30.974636979670862
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,15.018005808325267
321,56.31752178121975
322,112.6350435624395
323,381.0818973862537
324,402.67028073572124
325,321.0098741529526
326,283.4648596321394
327,155.81181026137463
328,16.895256534365924
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,53.50164569215876
345,179.27744433688287
346,106.0646660212972
347,259.9992255566312
348,80.72178121974831
349,160.5049370764763
350,277.8331074540174
351,158.62768635043562
352,34.729138431752176
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,52.56302032913843
369,190.54094869312684
370,253.42884801548888
371,193.3568247821878
372,295.6669893514037
373,326.6416263310746
374,240.28809293320427
375,105.12604065827686
376,34.729138431752176
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,51.6243949661181
393,41.29951597289448
394,65.70377541142304
395,122.02129719264279
396,136.10067763794774
397,327.5802516940949
398,290.973862536302
399,166.13668925459825
400,38.4836398838335
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,60.07202323330107
417,214.00658276863504
418,317.25537270087125
419,393.2840271055179
420,415.81103581800585
421,382.9591481122943
422,294.72836398838336
423,171.76844143272024
424,38.4836398838335
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,27.220135527589544
441,113.57366892545983
442,168.95256534365924
443,208.37483059051308
444,196.1727008712488
445,220.57696030977735
446,279.7103581800581
447,173.6456921587609
448,22.5270087124879
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
