,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,2190.824702549575
8,13379.679433427762
9,28089.502436260624
10,39826.0633427762
11,44911.906402266286
12,49606.53076487252
13,44520.687705382436
14,36618.07002832861
15,21986.49076487252
16,8998.03002832861
17,1564.8747875354106
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,2034.3372237960339
32,11501.829688385269
33,19013.22866855524
34,26055.165212464588
35,29106.671048158638
36,31453.983229461755
37,22847.171898016997
38,35757.388895184136
39,18543.766232294616
40,6181.255410764872
41,704.1936543909349
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,2190.824702549575
56,3755.699490084986
57,12910.216997167137
58,30906.27705382436
59,45381.36883852691
60,22299.465722379602
61,20812.83467422096
62,15883.479093484419
63,13614.410651558073
64,5633.549235127479
65,1173.656090651558
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,2973.2620963172803
80,8137.3488951841355
81,20891.078413597734
82,36226.851331444755
83,40686.74447592068
84,44990.150141643055
85,46398.53745042493
86,38417.676033994336
87,28793.696090651556
88,13144.94821529745
89,1721.3622662889518
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,2425.5559206798866
104,15022.797960339944
105,30280.327138810197
106,42955.812917847026
107,50858.43059490085
108,53205.742776203966
109,50388.96815864022
110,41938.644305949005
111,28950.183569405097
112,13379.679433427762
113,1643.1185269121813
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,1408.3873087818697
128,4381.64940509915
129,11267.098470254958
130,16900.647705382435
131,26211.65269121813
132,37791.726118980165
133,23942.584249291784
134,26446.383909348442
135,15570.504135977337
136,7198.424022662889
137,860.6811331444759
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,782.4373937677053
152,6650.717847025496
153,10875.879773371104
154,16431.185269121812
155,19482.69110481586
156,23160.14685552408
157,27228.821303116147
158,19795.666062322944
159,14396.848045325778
160,5946.524192634561
161,1251.8998300283286
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,1564.8747875354106
176,7354.91150141643
177,15335.772917847025
178,17761.32883852691
179,23238.390594900848
180,23707.85303116147
181,25742.190254957506
182,21282.297110481584
183,16039.96657223796
184,8763.2988101983
185,1251.8998300283286
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,1330.143569405099
200,5790.03671388102
201,10954.123512747874
202,12910.216997167137
203,21986.49076487252
204,20265.12849858357
205,30358.57087818697
206,29654.377223796033
207,24255.559206798865
208,11814.80464589235
209,1956.0934844192634
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,1877.849745042493
224,6650.717847025496
225,11971.292124645892
226,19013.22866855524
227,23707.85303116147
228,22142.97824362606
229,31845.201926345606
230,29889.108441926342
231,18856.741189801698
232,9936.954900849858
233,1799.6060056657223
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,2190.824702549575
248,13379.679433427762
249,29419.64600566572
250,40686.74447592068
251,50701.943116147304
252,49528.287025495745
253,39200.11342776204
254,39669.57586402266
255,27541.79626062323
256,12518.998300283285
257,2034.3372237960339
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,1564.8747875354106
272,10719.392294617563
273,23629.6092917847
274,31453.983229461755
275,32549.395580736542
276,31219.252011331442
277,27620.039999999997
278,36148.60759206799
279,15335.772917847025
280,5711.792974504249
281,1486.6310481586402
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,2425.5559206798866
296,8372.080113314447
297,15257.529178470255
298,18700.253711048157
299,25194.48407932011
300,14788.06674220963
301,14709.82300283286
302,21751.759546742207
303,15257.529178470255
304,7746.130198300283
305,1877.849745042493
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,2269.0684419263457
320,7276.6677620396595
321,11736.56090651558
322,18230.791274787534
323,23786.096770538243
324,23394.87807365439
325,25663.946515580734
326,20108.64101983003
327,17213.622662889517
328,8998.03002832861
329,1643.1185269121813
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,1721.3622662889518
344,3207.9933144475917
345,12831.973257790367
346,18700.253711048157
347,22064.734504249293
348,27776.527478753538
349,25663.946515580734
350,20734.590934844193
351,15961.722832861189
352,8372.080113314447
353,1095.4123512747874
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,2269.0684419263457
368,7980.8614164305945
369,12049.535864022662
370,16431.185269121812
371,28871.93983002833
372,23551.36555240793
373,25585.702776203965
374,19326.20362606232
375,15101.041699716714
376,8293.836373937676
377,2269.0684419263457
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,1408.3873087818697
392,5398.8180169971665
393,10249.92985835694
394,13614.410651558073
395,15726.991614730878
396,27385.308781869688
397,17291.86640226629
398,21908.247025495748
399,16822.403966005666
400,8528.567592067988
401,2190.824702549575
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,1877.849745042493
416,7589.642719546742
417,16274.697790368271
418,22142.97824362606
419,25037.99660056657
420,34427.24532577903
421,47493.94980169972
422,39591.33212464589
423,26368.14016997167
424,8606.811331444758
425,2034.3372237960339
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
