,0
0,33688.35461220862
1,33611.87594571931
2,33746.783329785845
3,33719.930712640096
4,34113.90890557071
5,34042.268577695315
6,36957.60325492301
7,37201.2246083778
8,40215.4257821556
9,39779.345440717356
10,40429.35257546313
11,40691.89622840414
12,40806.62876854119
13,40660.62137152329
14,40890.49732860171
15,41430.22273713255
16,39877.75504472055
17,38125.906993891236
18,37465.93617133453
19,37223.29697924076
20,35719.25026670803
21,35794.203069878684
22,35017.35468163328
23,34701.60170528369
24,34164.34735122361
25,34744.447020808046
26,34800.48190653177
27,34828.33174505104
28,38305.23863057108
29,38139.96666735408
30,48386.20190241284
31,53148.769557835156
32,55045.5738012221
33,56914.60154462672
34,57722.68834348351
35,57766.22515952974
36,55616.45838859073
37,56877.784447265716
38,56753.87202411975
39,56789.91988306232
40,57144.36857858432
41,57552.40814236849
42,46128.45964828758
43,46495.97470162957
44,40004.00047077939
45,37797.51734205623
46,34883.228538962365
47,35264.96591650018
48,34487.15891818988
49,34694.37258319144
50,35388.63867846976
51,36182.84609100579
52,40033.975797536805
53,39793.4389320921
54,49327.85667952123
55,54285.5387911045
56,56178.25535392979
57,57936.021993998846
58,57660.06397917112
59,57741.18998884849
60,55824.633313665116
61,57417.557854715036
62,57523.93051610016
63,57440.45717095057
64,58484.21419957616
65,59402.24385271641
66,47687.98222476919
67,46417.444400718414
68,40634.22276742236
69,37882.92879130347
70,34811.694449559225
71,34916.6509934614
72,34347.03312288249
73,34297.89339762837
74,34188.64341217155
75,34308.4349690354
76,38340.61159917233
77,37959.00122283244
78,47787.845436073665
79,52924.43945685232
80,54413.412543125945
81,56103.52746801874
82,56624.689159511494
83,56812.562425651835
84,55079.86438446886
85,56609.979666860956
86,56562.61116448499
87,56699.24951469127
88,57272.785928641504
89,57747.65722066526
90,45764.760086782306
91,45374.13709403
92,39515.15553095931
93,37787.943300675484
94,34974.323891532986
95,34752.0509458219
96,34187.65372080428
97,34215.93694820519
98,34454.594481705644
99,34408.1732056186
100,37913.173089537595
101,37972.61984750504
102,47621.792257441506
103,52718.87712784971
104,54333.17675425604
105,55952.57379219389
106,56430.17753685809
107,56732.00123139411
108,55088.42113889303
109,56528.956929552165
110,56771.087982621764
111,56894.64897660905
112,57299.2894288904
113,57735.7212297979
114,45664.506605516384
115,45418.14805365528
116,39695.750446346676
117,37668.16109678086
118,34785.62241563719
119,34811.06721173011
120,34305.01345370721
121,34294.352242235436
122,34228.962144300414
123,34207.9606451136
124,38100.81625098448
125,38299.24598400137
126,48170.34940202197
127,53115.03859391402
128,54561.512437515055
129,56077.37565673323
130,56653.60923318537
131,56865.649186192786
132,55099.48228073106
133,56687.93363434405
134,56534.0286204183
135,56584.14001092351
136,56861.73657069873
137,57440.30202424338
138,45550.115851453535
139,45340.95016115243
140,39496.99585353183
141,37689.4768210932
142,34565.37703344242
143,34943.21191487927
144,34471.78568947984
145,34530.007113216336
146,34371.180055932135
147,34197.11130905793
148,34433.97192932542
149,34489.89199003153
150,37794.74397450548
151,42812.22707044549
152,42983.61094791022
153,47736.14074993968
154,48037.43821005412
155,47950.42463614836
156,46553.864991284594
157,46296.49981327185
158,46405.65424688979
159,43143.539685378
160,43396.14301561084
161,42125.05941549489
162,40331.005108084224
163,39901.131583220835
164,34967.177071239894
165,34889.73995056851
166,34503.28659377074
167,34550.947038689046
168,33479.20302497269
169,33518.36407168464
170,33480.58215925647
171,33436.80792934453
172,33835.23202588841
173,33817.14321452317
174,36791.82514018779
175,36641.82855457034
176,39755.244506089984
177,40007.666722135786
178,41135.10252781801
179,40769.037678335706
180,41583.94761113889
181,41347.91734834573
182,41949.178115144714
183,42279.915518139445
184,39891.924251845274
185,38837.4155217706
186,37490.14487728189
187,36435.215900113355
188,35044.6547604153
189,34972.69016163262
190,35118.84808949419
191,35269.37120397855
192,35269.50022299298
193,34950.67499110464
194,35270.51618927567
195,35291.12714137602
196,38354.48149829143
197,38282.12235142987
198,48129.16161017851
199,53078.727293004784
200,54591.3769878781
201,56288.1728772549
202,56776.45429201867
203,56435.160461118096
204,54749.230427045855
205,56394.153623248785
206,56544.6139732475
207,56570.11666248792
208,56652.37074417641
209,57354.143251104215
210,45707.491596377986
211,45837.97933009628
212,39947.11393658611
213,38240.52075131905
214,35084.18573438064
215,35012.171283405936
216,34364.15052447124
217,34426.00820511142
218,34437.87049804532
219,34369.027426762914
220,38447.30510204267
221,38555.84615408222
222,48381.994798290354
223,53016.86917935676
224,54652.16219471317
225,56287.3778748703
226,56707.566599278885
227,56601.1941110969
228,54962.03095831502
229,56649.82322918219
230,56740.84022032496
231,56512.70792084593
232,56681.447956393524
233,57643.85489378725
234,45899.17121788974
235,45640.077559202226
236,39633.14433764458
237,37664.478945376766
238,34936.61393201672
239,34899.53710789627
240,34523.74914542595
241,34414.664083993215
242,34474.35780797922
243,34496.46149396878
244,38261.498235891355
245,38278.69832032615
246,47836.13208826245
247,52821.18687672131
248,54703.604824505564
249,56101.97734327111
250,56370.10462791119
251,56550.41142854547
252,54880.52095728979
253,56466.30961582451
254,56607.74175246859
255,56395.48750388374
256,56857.602514997976
257,57586.93350246327
258,45752.01913435012
259,45556.02619189402
260,39791.97547819266
261,38111.92856568842
262,35226.09754411382
263,35261.1820905264
264,34689.05622557836
265,34675.981528027456
266,34582.50199101789
267,34386.726526746796
268,38122.19771021621
269,38049.13053492373
270,47975.48561409656
271,52969.594812884076
272,54648.78564291854
273,56139.904975825906
274,56596.1980666995
275,56846.0100725467
276,55343.974005914184
277,56913.55648021754
278,57003.296964263456
279,57140.58543243284
280,57307.76832850587
281,57842.985757420254
282,45835.72846876966
283,45526.549919656405
284,39726.16840237293
285,38058.62372941164
286,35191.449958897516
287,35219.92086921433
288,34648.74271985405
289,34609.07719736422
290,34613.75533173943
291,34627.36732706208
292,38654.98524638462
293,38694.92312214235
294,48589.46097614083
295,53468.81396225296
296,54991.37576937402
297,56423.73871035528
298,56977.17503051854
299,57356.3276457282
300,55696.353227091546
301,57179.75254991463
302,57057.3713723747
303,57002.428480449285
304,57162.35143726247
305,57824.39240099588
306,45909.93921342365
307,45584.56504547018
308,39710.82389507256
309,37890.09040747428
310,34832.34724320664
311,34763.06383759691
312,34230.693400555414
313,34291.735160202494
314,34359.280853410404
315,34291.516404644375
316,34809.093241593495
317,34861.93132573496
318,37932.901723223455
319,42586.284712420806
320,42754.06452278429
321,47393.72127187188
322,47798.733028371535
323,48005.48166893902
324,46853.37023197099
325,46641.20193544135
326,46660.29974599322
327,43340.77006030394
328,43756.979009703304
329,42560.23438518153
330,40829.908741964246
331,40539.37581765111
332,35708.092694025196
333,35696.433659299015
334,35294.36733900349
335,35328.45410113237
336,34276.896276150765
337,34261.95415437108
338,34235.410496975586
339,34175.68673956617
340,34611.5554051244
341,34705.905539026375
342,37935.58506844535
343,37745.683455044506
344,40982.67459021818
345,40635.71353112594
346,41103.777186553714
347,41398.731263752285
348,41388.862876635714
349,41044.44263823657
350,41111.722953932804
351,41290.90309849159
352,40177.661614388504
353,38976.66619092364
354,37155.00571582265
355,36475.50768183459
356,35301.50132061429
357,34879.58579560131
358,34233.01207956911
359,34314.15496789189
360,33917.25311472117
361,34003.948912837164
362,34152.30886740175
363,34220.27647911377
364,35055.857322612166
365,35224.308641525786
366,38665.84939130823
